QID,PID,QueryCommand,QueryType,QueryValue,Filter1_operator,Filter1,Filter2_operator,Filter2,Filter3_operator,Filter3,Filter4_operator,Filter4,Filter5_operator,Filter5,CreateTime,UpdateTime
325,535,"SELECT TOP 1 [OvenNum]
FROM [Datamation_H3].[dbo].[H3_Oven_Temperature_History] WITH (NOLOCK)
WHERE [Station] = 'SMKANL' AND [LotNum] LIKE '%VarLot%' AND [Layer] LIKE '%VarLayer%' AND [SysDateTime] > DATEADD(DAY,-14,GETDATE())
ORDER BY [SysDateTime] DESC",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
324,419,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"") * (""var2"".Split("","").Length) * 2
    Return result
  End Function
End Class",欄位間計算,文字,,"Panel_PCS,檢驗片號",,"CDbl(Var1) * (Var2.Split("","").Length) * 2",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
323,399,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"") * (""var2"".Split("","").Length) * 2
    Return result
  End Function
End Class",欄位間計算,文字,,"Panel_PCS,檢驗片號",,"CDbl(Var1) * (Var2.Split("","").Length) * 2",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
322,378,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"") * (""var2"".Split("","").Length) * 2
    Return result
  End Function
End Class",欄位間計算,文字,,"Panel_PCS,檢驗片號",,"CDbl(Var1) * (Var2.Split("","").Length) * 2",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
321,357,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"") * (""var2"".Split("","").Length) * 2
    Return result
  End Function
End Class",欄位間計算,文字,,"Panel_PCS,檢驗片號",,"CDbl(Var1) * (Var2.Split("","").Length) * 2",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
320,1510,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
319,1509,"SELECT TOP 1 [Panel_PcsPnl]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_PC_Part_Info] WITH(NOLOCK)
WHERE [PartID] = 'VarPartVarRev'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
318,1508,"SELECT TOP 1 [Panel_PcsPnl]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_PC_Part_Info] WITH(NOLOCK)
WHERE [PartID] = 'VarPartVarRev'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
317,1507,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
316,517,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
315,503,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
314,489,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
313,445,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
312,435,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
311,308,"SELECT TOP 1 [線寬距(L/S)_S面]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
310,307,"SELECT TOP 1 [ABF_Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
309,1405,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
308,303,"SELECT TOP 1 [線寬距(L/S)_S面]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
307,302,"SELECT TOP 1 [ABF_Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
306,1403,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
305,107,"SELECT TOP 1 [ABF_Thickness]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
304,1278,"SELECT TOP 1 [Panel_PcsPnl]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_PC_Part_Info] WITH(NOLOCK)
WHERE [PartID] = 'VarPartVarRev'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
303,148,"SELECT TOP 1 [Panel_PcsPnl]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_PC_Part_Info] WITH(NOLOCK)
WHERE [PartID] = 'VarPartVarRev'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
302,166,"SELECT TOP 1 [Panel_PcsPnl]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_PC_Part_Info] WITH(NOLOCK)
WHERE [PartID] = 'VarPartVarRev'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
301,184,"SELECT TOP 1 [Panel_PcsPnl]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_PC_Part_Info] WITH(NOLOCK)
WHERE [PartID] = 'VarPartVarRev'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
300,199,"SELECT TOP 1 [Panel_PcsPnl]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_PC_Part_Info] WITH(NOLOCK)
WHERE [PartID] = 'VarPartVarRev'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
299,211,"SELECT TOP 1 [Panel_PcsPnl]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_PC_Part_Info] WITH(NOLOCK)
WHERE [PartID] = 'VarPartVarRev'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
298,221,"SELECT TOP 1 [ABF_Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
296,310,"SELECT TOP 1 'BU' + CAST([PressCount] AS nvarchar) AS 增層層別
FROM [UTCHFACMRPT].[acme].[dbo].[PartInfo_ACME] WITH (NOLOCK)
WHERE [LineId] = 29 AND [PartNum] = 'VarPart' AND [Revision] = 'VarRev' AND TRIM([LayerName]) = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
295,1404,"SELECT TOP 1 'BU' + CAST([PressCount] AS nvarchar) AS 增層層別
FROM [UTCHFACMRPT].[acme].[dbo].[PartInfo_ACME] WITH (NOLOCK)
WHERE [LineId] = 29 AND [PartNum] = 'VarPart' AND [Revision] = 'VarRev' AND TRIM([LayerName]) = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
294,1279,"SELECT TOP 1 [Qnty_S]
FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK)
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'CheckIn'",愉進系統,PCS數量,=,,=,CheckIn,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
293,225,"SELECT TOP 1 [Qnty_S]
FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK)
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'CheckIn'",愉進系統,PCS數量,=,,=,CheckIn,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
292,109,"SELECT TOP 1 'BU' + CAST([PressCount] AS nvarchar) AS 增層層別
FROM [UTCHFACMRPT].[acme].[dbo].[PartInfo_ACME] WITH (NOLOCK)
WHERE [LineId] = 29 AND [PartNum] = 'VarPart' AND [Revision] = 'VarRev' AND TRIM([LayerName]) = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
291,668,"DECLARE @Layer AS NVARCHAR(50)
SET @Layer = (
SELECT TOP 1 [Layer]
FROM [UTCHFACMRPT].[DM].[dbo].[view_PC_Part_Info] WITH(NOLOCK)
WHERE PartID = 'VarPartVarRev')
SELECT REPLACE(@Layer,'/','') AS [Layer]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
290,1414,"SELECT TOP 1 [Bump_Stencil]
FROM [UTCHFACMRPT].[DM].[dbo].[view_PC_Part_Info] WITH(NOLOCK)
WHERE PartID = 'VarPartVarRev'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
289,734,"SELECT TOP 1 [Flux_Stencil]
FROM [UTCHFACMRPT].[DM].[dbo].[view_PC_Part_Info] WITH(NOLOCK)
WHERE PartID = 'VarPartVarRev'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
288,644,"DECLARE @BumpType AS NVARCHAR(20) = ''
SET @BumpType = (
SELECT TOP 1 [PARAMETER_VALUE]
FROM [UTCHFACMRPT].[report].[dbo].[view_OPParam] WITH(NOLOCK)
WHERE [PARAMETER_DESC] = 'Bump型式' AND [PartNum] = 'VarPart' AND [Revision] = 'VarRev')
SELECT IIF(@BumpType = '粗糙','粗糙','平滑') AS [Bump型式]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
287,643,"DECLARE @SurfaceDiameter AS NVARCHAR(50)
SET @SurfaceDiameter = (
SELECT TOP 1 [SurfaceDiameter_M]
FROM [UTCHFACMRPT].[DM].[dbo].[view_PC_Part_Info] WITH(NOLOCK)
WHERE PartID = 'VarPartVarRev')
SELECT SUBSTRING(@SurfaceDiameter,1,2) + '、' + SUBSTRING(@SurfaceDiameter,3,3) AS [SurfaceDiameter]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
286,642,"DECLARE @BumpHeight AS NVARCHAR(50)
SET @BumpHeight = (
SELECT TOP 1 [BumpHeight_M]
FROM [UTCHFACMRPT].[DM].[dbo].[view_PC_Part_Info] WITH(NOLOCK)
WHERE PartID = 'VarPartVarRev')
SELECT REPLACE(@BumpHeight,'~','、') AS [BumpHeight]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
285,1492,"SELECT TOP 1 [IssLotNum]
FROM [UTCHFACMRPT].[acme].[dbo].[LotInfo] WITH(NOLOCK)
WHERE LotNum = 'VarLot'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
284,395,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = DateTime.Parse(""var1"").AddMinutes(20).ToString(""yyyy-MM-dd HH:mm:ss"")
    Return result
  End Function
End Class",欄位間計算,其他,,烘烤開始時間,,"result = DateTime.Parse(Var1).AddMinutes(20).ToString(""yyyy-MM-dd HH:mm:ss"")",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
283,394,"SELECT TOP 1 format([SysDateTime],'yyyy-MM-dd HH:mm:ss') AS [SysDateTime]
FROM [Datamation_H3].[dbo].[H3_Oven_Temperature_History] WITH(NOLOCK)
WHERE MachineNo IN('PTHANL1023','PTHANL1063','PTHANL1033')
AND [LotNum] LIKE '%VarLot%' AND [Layer] LIKE '%VarLayer%' AND [SysDateTime] > DATEADD(DAY,-8,GETDATE())
ORDER BY [SysDateTime] ASC",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
282,393,"SELECT TOP 1 [OvenNum]
FROM [Datamation_H3].[dbo].[H3_Oven_Temperature_History] WITH(NOLOCK)
WHERE MachineNo IN('PTHANL1023','PTHANL1063','PTHANL1033')
AND [LotNum] LIKE '%VarLot%' AND [Layer] LIKE '%VarLayer%' AND [SysDateTime] > DATEADD(DAY,-8,GETDATE())
ORDER BY [SysDateTime] DESC",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
281,374,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = DateTime.Parse(""var1"").AddMinutes(20).ToString(""yyyy-MM-dd HH:mm:ss"")
    Return result
  End Function
End Class",欄位間計算,其他,,烘烤開始時間,,"result = DateTime.Parse(Var1).AddMinutes(20).ToString(""yyyy-MM-dd HH:mm:ss"")",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
280,373,"SELECT TOP 1 format([SysDateTime],'yyyy-MM-dd HH:mm:ss') AS [SysDateTime]
FROM [H3_Systematic].[dbo].[H3_Oven_Temperature_History_For_Paperless] WITH(NOLOCK)
WHERE MachineNo IN('PTHANL1073','PTHANL1083')
AND [LotNum] LIKE 'VarLot%' AND [Layer] = 'VarLayer'
ORDER BY [SysDateTime] ASC",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
279,372,"SELECT TOP 1 [OvenNum]
FROM [H3_Systematic].[dbo].[H3_Oven_Temperature_History_For_Paperless] WITH(NOLOCK)
WHERE MachineNo IN('PTHANL1073','PTHANL1083')
AND [LotNum] LIKE 'VarLot%' AND [Layer] = 'VarLayer'
ORDER BY [SysDateTime] ASC",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
278,348,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    Dim FV As String = ""var3"".Replace(""."", """")
    Dim BV As String = ""var4"".Replace(""."", """")
    If FV.Length <4 Then
    For i As Integer = 0 to 3 - FV.Length
    FV = FV & ""0""
    Next
    End If
    If BV.Length <4 Then
    For i As Integer = 0 to 3 - BV.Length
    BV = BV & ""0""
    Next
    End If
    result = ""var1"".Substring(0, 8) & ""var2"" & ""-"" & FV.Substring(0, 4) & ""-"" & BV.Substring(0, 4)
    Return result
  End Function
End Class",欄位間計算,其他,,"料號,增層層別,正面面積,背面面積",,"Dim FV As String = Var3.Replace(""."", """")
    Dim BV As String = Var4.Replace(""."", """")
    If FV.Length <4 Then
    For i As Integer = 0 to 3 - FV.Length
    FV = FV & ""0""
    Next
    End If
    If BV.Length <4 Then
    For i As Integer = 0 to 3 - BV.Length
    BV = BV & ""0""
    Next
    End If
    result = Var1.Substring(0, 8) & Var2 & ""-"" & FV.Substring(0, 4) & ""-"" & BV.Substring(0, 4)",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
277,335,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    Dim FV As String = ""var3"".Replace(""."", """")
    Dim BV As String = ""var4"".Replace(""."", """")
    If FV.Length <4 Then
    For i As Integer = 0 to 3 - FV.Length
    FV = FV & ""0""
    Next
    End If
    If BV.Length <4 Then
    For i As Integer = 0 to 3 - BV.Length
    BV = BV & ""0""
    Next
    End If
    result = ""var1"".Substring(0, 8) & ""var2"" & ""-"" & FV.Substring(0, 4) & ""-"" & BV.Substring(0, 4)
    Return result
  End Function
End Class",欄位間計算,其他,,"料號,增層層別,正面面積,背面面積",,"Dim FV As String = Var3.Replace(""."", """")
    Dim BV As String = Var4.Replace(""."", """")
    If FV.Length <4 Then
    For i As Integer = 0 to 3 - FV.Length
    FV = FV & ""0""
    Next
    End If
    If BV.Length <4 Then
    For i As Integer = 0 to 3 - BV.Length
    BV = BV & ""0""
    Next
    End If
    result = Var1.Substring(0, 8) & Var2 & ""-"" & FV.Substring(0, 4) & ""-"" & BV.Substring(0, 4)",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
276,324,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    Dim FV As String = ""var3"".Replace(""."", """")
    Dim BV As String = ""var4"".Replace(""."", """")
    If FV.Length <4 Then
    For i As Integer = 0 to 3 - FV.Length
    FV = FV & ""0""
    Next
    End If
    If BV.Length <4 Then
    For i As Integer = 0 to 3 - BV.Length
    BV = BV & ""0""
    Next
    End If
    result = ""var1"".Substring(0, 8) & ""var2"" & ""-"" & FV.Substring(0, 4) & ""-"" & BV.Substring(0, 4)
    Return result
  End Function
End Class",欄位間計算,其他,,"料號,增層層別,正面面積,背面面積",,"Dim FV As String = Var3.Replace(""."", """")
    Dim BV As String = Var4.Replace(""."", """")
    If FV.Length <4 Then
    For i As Integer = 0 to 3 - FV.Length
    FV = FV & ""0""
    Next
    End If
    If BV.Length <4 Then
    For i As Integer = 0 to 3 - BV.Length
    BV = BV & ""0""
    Next
    End If
    result = Var1.Substring(0, 8) & Var2 & ""-"" & FV.Substring(0, 4) & ""-"" & BV.Substring(0, 4)",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
275,313,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    Dim FV As String = ""var3"".Replace(""."", """")
    Dim BV As String = ""var4"".Replace(""."", """")
    If FV.Length <4 Then
    For i As Integer = 0 to 3 - FV.Length
    FV = FV & ""0""
    Next
    End If
    If BV.Length <4 Then
    For i As Integer = 0 to 3 - BV.Length
    BV = BV & ""0""
    Next
    End If
    result = ""var1"".Substring(0, 8) & ""var2"" & ""-"" & FV.Substring(0, 4) & ""-"" & BV.Substring(0, 4)
    Return result
  End Function
End Class",欄位間計算,其他,,"料號,增層層別,正面面積,背面面積",,"Dim FV As String = Var3.Replace(""."", """")
    Dim BV As String = Var4.Replace(""."", """")
    If FV.Length <4 Then
    For i As Integer = 0 to 3 - FV.Length
    FV = FV & ""0""
    Next
    End If
    If BV.Length <4 Then
    For i As Integer = 0 to 3 - BV.Length
    BV = BV & ""0""
    Next
    End If
    result = Var1.Substring(0, 8) & Var2 & ""-"" & FV.Substring(0, 4) & ""-"" & BV.Substring(0, 4)",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
264,226,"SELECT TOP 1 'BU' + CAST([PressCount] AS nvarchar) AS 增層層別
FROM [UTCHFACMRPT].[acme].[dbo].[PartInfo_ACME] WITH (NOLOCK)
WHERE [LineId] = 29 AND [PartNum] = 'VarPart' AND [Revision] = 'VarRev' AND TRIM([LayerName]) = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
263,111,"DECLARE @result AS nvarchar(50)
SET @result = (
SELECT TOP 1 CASE WHEN [StartTime] <> '1900-01-01 00:00:00.000' AND [EndTime] <> '1900-01-01 00:00:00.000' THEN DATEDIFF(MINUTE,[StartTime],[EndTime]) WHEN [StartTime] = '1900-01-01 00:00:00.000' OR [EndTime] = '1900-01-01 00:00:00.000' THEN ''  ELSE '' END AS [淨時間]
FROM [H3_Systematic].[dbo].[H3_ProductionLog] WITH (NOLOCK)
WHERE [Pkey] = 'VarPID')
SELECT CASE WHEN @result = '0' THEN '' ELSE @result END AS [淨時間]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
262,1047,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] IN ('RUT1PTM1','RUT2PTM1','RUT3PTM1')
AND [PARAMETER_DESC] = '成型程式編號'",OP參數,參數中值,IN,"RUT1PTM1,RUT2PTM1,RUT3PTM1",=,成型程式編號,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
261,1373,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] IN ('RUT1CCD1','RUT2CCD1','RUT3CCD1')
AND [PARAMETER_DESC] = 'CCD Drill程式名稱'",OP參數,參數中值,IN,"RUT1CCD1,RUT2CCD1,RUT3CCD1",=,CCD Drill程式名稱,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
260,1057,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")*4
    Return result
  End Function
End Class",欄位間計算,,,入料片數,,var1*4,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
259,1493,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"出料片數,數量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
258,1030,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")*4
    Return result
  End Function
End Class",欄位間計算,,,數量 Qty(PNL),,var1*4,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
257,1029,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var2"")/CDbl(""var1"")
    Return result
  End Function
End Class",欄位間計算,,,"排版數,入料片數",,var2/var1,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
256,1028,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
255,1045,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var2"")/CDbl(""var1"")
    Return result
  End Function
End Class",欄位間計算,,,"排版數,入料片數",,var2/var1,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
254,1043,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
253,1044,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")*4
    Return result
  End Function
End Class",欄位間計算,,,數量 Qty(PNL),,var1*4,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
252,1263,"SELECT TOP 1 ISNULL(ROUND(MIN(CONVERT(float,a.[MeasData])),3),'') as 'MIN'
FROM [10.44.65.110].[SPC_PPT].[dbo].[Var_Data] AS a WITH (NOLOCK)
	  INNER JOIN [10.44.65.110].[SPC_PPT].[dbo].[Var_DataGroup] AS b WITH (NOLOCK) ON a.[DataGroupID] = b.[DataGroupID] 
	  INNER JOIN [10.44.65.110].[SPC_PPT].[dbo].[Var_Ctrl] AS c WITH (NOLOCK) ON b.[CtrlID] = c.[CtrlID]
	  INNER JOIN [10.44.65.110].[SPC_PPT].[dbo].[Var_File] AS d WITH (NOLOCK) ON c.[FileID] = d.[FileID]
	  INNER JOIN [10.44.65.110].[SPC_PPT].[dbo].[Var_FileGroup] AS e WITH (NOLOCK) ON d.[FileGroupID] = e.[FileGroupID]
WHERE 1=1
AND d.[FileFactory] = '13新豐廠H3'
AND e.[FileGroupName] = '17RUT'
AND d.[FileName] = '17RUT_2D_CODE_SHORTRUN#3'
AND c.[CtrlName] = 'via depth'
AND b.[L2] LIKE '%VarLot%'
GROUP BY d.[FileFactory]",SPC,MIN,=,13新豐廠H3,=,17RUT,=,17RUT_2D_CODE_SHORTRUN#3,=,via depth,一階,批號,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
